gene_id	gene_name
ENSG00000214160	ALG3
ENSG00000214274	ANG
ENSG00000214336	FOXI3
ENSG00000214338	SOGA3
ENSG00000214435	AS3MT
ENSG00000214548	MEG3
ENSG00000214562	NUTM2D
ENSG00000214827	MTCP1
ENSG00000215193	PEX26
ENSG00000215203	GRXCR1
ENSG00000215301	DDX3X
ENSG00000215417	MIR17HG
ENSG00000215421	ZNF407
ENSG00000215612	HMX1
ENSG00000215644	GCGR
ENSG00000215695	RSC1A1
ENSG00000216060	MIR934
ENSG00000216075	MIR890
ENSG00000216098	MIR892B
ENSG00000218336	TENM3
ENSG00000221823	PPP3R1
ENSG00000221829	FANCG
ENSG00000221838	AP4M1
ENSG00000223609	HBD
ENSG00000223865	HLA-DPB1
ENSG00000223953	C1QTNF5
ENSG00000224389	C4B
ENSG00000224557	HLA-DPB2
ENSG00000225190	PLEKHM1
ENSG00000225614	ZNF469
ENSG00000225697	SLC26A6
ENSG00000225766	DHRS4L1
ENSG00000225783	MIAT
ENSG00000225830	ERCC6
ENSG00000225950	NTF4
ENSG00000226761	TAS2R46
ENSG00000226979	LTA
ENSG00000227268	KLLN
ENSG00000228252	COL6A4P2
ENSG00000228253	MT-ATP8
ENSG00000228716	DHFR
ENSG00000229150	CRYGEP
ENSG00000229807	XIST
ENSG00000229833	PET100
ENSG00000230124	ACBD6
ENSG00000230223	ATXN8OS
ENSG00000230246	SPATA31C1
ENSG00000230301	OR5H6
ENSG00000231274	SBK3
ENSG00000231852	CYP21A2
ENSG00000231925	TAPBP
ENSG00000232258	TMEM114
ENSG00000232810	TNF
ENSG00000232878	DPYD-AS1
ENSG00000233276	GPX1
ENSG00000233608	TWIST2
ENSG00000234414	RBMY1A1
ENSG00000234438	KBTBD13
ENSG00000234616	JRK
ENSG00000234745	HLA-B
ENSG00000234770	GULOP
ENSG00000234906	APOC2
ENSG00000235590	GNAS-AS1
ENSG00000235718	MFRP
ENSG00000235863	B3GALT4
ENSG00000237110	TAAR9
ENSG00000237412	PRSS56
ENSG00000237632	S100A11P1
ENSG00000237693	IRGM
ENSG00000239014	SNORD108
ENSG00000239169	SNORD109B
ENSG00000239265	CLRN1-AS1
ENSG00000239389	PCDHA13
ENSG00000239474	KLHL41
ENSG00000239533	GOLGA2P2Y
ENSG00000239672	NME1
ENSG00000239732	TLR9
ENSG00000239900	ADSL
ENSG00000240303	ACAD11
ENSG00000240498	CDKN2B-AS1
ENSG00000240505	TNFRSF13B
ENSG00000240520	UOX
ENSG00000240583	AQP1
ENSG00000240972	MIF
ENSG00000241119	UGT1A9
ENSG00000241186	TDGF1
ENSG00000241476	SSX2
ENSG00000241635	UGT1A1
ENSG00000241935	HOGA1
ENSG00000242110	AMACR
ENSG00000242265	PEG10
ENSG00000242366	UGT1A8
ENSG00000242515	UGT1A10
ENSG00000242689	CNTF
ENSG00000242802	AP5Z1
ENSG00000242866	STRC
ENSG00000243335	KCTD7
ENSG00000243466	IGKV1-5
ENSG00000243646	IL10RB
ENSG00000243649	CFB
ENSG00000243710	CFAP57
ENSG00000243772	KIR2DL3
ENSG00000244038	DDOST
ENSG00000244067	GSTA2
ENSG00000244122	UGT1A7
ENSG00000244405	ETV5
ENSG00000244414	CFHR1
ENSG00000244474	UGT1A4
ENSG00000244486	SCARF2
ENSG00000244588	RAD21L1
ENSG00000244617	ASPRV1
ENSG00000244731	C4A
ENSG00000244734	HBB
ENSG00000244752	CRYBB2
ENSG00000245848	CEBPA
ENSG00000247077	PGAM5
ENSG00000247626	MARS2
ENSG00000248098	BCKDHA
ENSG00000248099	INSL3
ENSG00000248144	ADH1C
ENSG00000248905	FMN1
ENSG00000249231	CASC16
ENSG00000249437	NAIP
ENSG00000249859	PVT1
ENSG00000250120	PCDHA10
ENSG00000250361	GYPB
ENSG00000250868	XKRY
ENSG00000251192	ZNF674
ENSG00000251322	SHANK3
ENSG00000251562	MALAT1
ENSG00000251655	PRB1
ENSG00000253293	HOXA10
ENSG00000253563	NKX2-1-AS1
ENSG00000253710	ALG11
ENSG00000253729	PRKDC
ENSG00000254087	LYN
ENSG00000254415	SIGLEC14
ENSG00000254521	SIGLEC12
ENSG00000254535	PABPC4L
ENSG00000254585	MAGEL2
ENSG00000254598	CSNK2A3
ENSG00000254636	ARMS2
ENSG00000254647	INS
ENSG00000255529	POLR2M
ENSG00000255794	RMST
ENSG00000255974	CYP2A6
ENSG00000256235	SMIM3
ENSG00000256269	HMBS
ENSG00000256453	DND1
ENSG00000256525	POLG2
ENSG00000257017	HP
ENSG00000257103	LSM14A
ENSG00000257138	TAS2R38
ENSG00000257923	CUX1
ENSG00000258366	RTEL1
ENSG00000258590	NBEAP1
ENSG00000258643	BCL2L2-PABPN1
ENSG00000258839	MC1R
ENSG00000258947	TUBB3
ENSG00000258992	TSPY1
ENSG00000259104	PTCSC3
ENSG00000259207	ITGB3
ENSG00000259384	GH1
ENSG00000259905	PWRN1
ENSG00000260314	MRC1
ENSG00000260458	KCNJ18
ENSG00000260596	DUX4
ENSG00000261609	GAN
ENSG00000262085	OR1P1
ENSG00000263001	GTF2I
ENSG00000263639	MSMB
ENSG00000264229	RNU4ATAC
ENSG00000265107	GJA5
ENSG00000265203	RBP3
ENSG00000265241	RBM8A
ENSG00000265972	TXNIP
ENSG00000266028	SRGAP2
ENSG00000266094	RASSF5
ENSG00000266173	STRADA
ENSG00000266265	KLF14
ENSG00000266412	NCOA4
ENSG00000267467	APOC4
ENSG00000267534	S1PR2
ENSG00000268009	SSX4
ENSG00000268104	SLC6A14
ENSG00000268221	OPN1MW
ENSG00000268654	MIMT1
ENSG00000269058	CALR3
ENSG00000269335	IKBKG
ENSG00000269699	ZIM2
ENSG00000269821	KCNQ1OT1
ENSG00000269900	RMRP
ENSG00000277027	RMRP
ENSG00000270141	TERC
ENSG00000270647	TAF15
ENSG00000270765	GAS2L2
ENSG00000271271	UGT2A2
ENSG00000271503	CCL5
ENSG00000272047	GTF2H5
ENSG00000272080	MIR502
ENSG00000272395	IFNL4
ENSG00000272398	CD24
ENSG00000273079	GRIN2B
ENSG00000273173	SNURF
ENSG00000273706	LHX1
ENSG00000273749	CYFIP1
ENSG00000274286	ADRA2B
ENSG00000274705	MIR486-1
ENSG00000275023	MLLT6
ENSG00000275410	HNF1B
ENSG00000275835	TUBGCP5
ENSG00000275896	PRSS2
ENSG00000276045	ORAI1
ENSG00000276085	CCL3L1
ENSG00000276314	SNORD107
ENSG00000276380	UBE2NL
ENSG00000276610	SNORD64
ENSG00000277399	GPR179
ENSG00000277494	GPIHBP1
ENSG00000277586	NEFL
ENSG00000277632	CCL3
ENSG00000277734	TRAC
ENSG00000277893	SRD5A2
ENSG00000278540	ACACA
ENSG00000278570	NR2E3
ENSG00000278870	OR51G1
ENSG00000279111	OR10X1
ENSG00000280094	OR1B1
ENSG00000280204	OR1S1
ENSG00000280236	OR12D2
ENSG00000280314	OR8K3
ENSG00000280757	DUX4L1
ENSG00000280969	RPS4Y2
ENSG00000281473	PISRT1
ENSG00000283122	HYMAI
ENSG00000283733	MIR146A
ENSG00000283845	MIR4721
ENSG00000283944	MIR4709
ENSG00000284194	SCO2
ENSG00000284272	MIR4321
ENSG00000284321	MIR124-1
ENSG00000284435	MIR4691
ENSG00000284547	MIR2861
ENSG00000284770	TBCE
ENSG00000285053	TBCE
ENSG00000115825	PRKD3
ENSG00000071051	NCK2
ENSG00000138442	WDR12
ENSG00000109684	CLNK
ENSG00000127184	COX7C
ENSG00000145901	TNIP1
ENSG00000146090	RASGEF1C
ENSG00000112195	TREML2
ENSG00000249853	HS3ST5
ENSG00000219545	UMAD1
ENSG00000003147	ICA1
ENSG00000106460	TMEM106B
ENSG00000086289	EPDR1
ENSG00000132432	SEC61G
ENSG00000214300	SPDYE3
ENSG00000146904	EPHA1
ENSG00000120899	PTK2B
ENSG00000148429	USP6NL
ENSG00000108219	TSPAN14
ENSG00000107679	PLEKHA1
ENSG00000110079	MS4A4A
ENSG00000186815	TPCN1
ENSG00000073712	FERMT2
ENSG00000140090	SLC24A4
ENSG00000138600	SPPL2A
ENSG00000128923	MINDY2
ENSG00000138613	APH1B
ENSG00000028528	SNX1
ENSG00000103811	CTSH
ENSG00000157368	IL34
ENSG00000126856	PRDM7
ENSG00000161929	SCIMP
ENSG00000108798	ABI3
ENSG00000005379	TSPOAP1
ENSG00000064687	ABCA7
ENSG00000129911	KLF16
ENSG00000161640	SIGLEC11
ENSG00000131042	LILRB2
ENSG00000125826	RBCK1
ENSG00000087589	CASS4
ENSG00000125520	SLC2A4RG
